ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
1255;S HUDO TELESNO POŠKODBO;MARIBOR;01.02.2019;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00715;KOŠAŠKI DOL;153;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;POVOŽENJE PEŠCA;DEŽEVNO;REDEK;MOKRO;OSTALO;159636;551656;1;UDELEŽENEC;69;ŽENSKI;MARIBOR;SLOVENIJA;HUDA TELESNA POŠKODBA;PEŠEC;NE;0;0;,00;,00
1255;S HUDO TELESNO POŠKODBO;MARIBOR;01.02.2019;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00715;KOŠAŠKI DOL;153;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;POVOŽENJE PEŠCA;DEŽEVNO;REDEK;MOKRO;OSTALO;159636;551656;2;POVZROÈITELJ;69;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;42;10;,02;,00
1256;Z MATERIALNO ŠKODO;CELJE;29.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00007;BEŽIGRAJSKA CESTA;16;CESTA;OSTALO;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;121791;521749;1;POVZROÈITELJ;59;MOŠKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;02;,00;,00
1256;Z MATERIALNO ŠKODO;CELJE;29.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00007;BEŽIGRAJSKA CESTA;16;CESTA;OSTALO;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;121791;521749;2;UDELEŽENEC;29;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;07;04;,00;,00
1257;Z MATERIALNO ŠKODO;RAVNE NA KOROŠKEM;02.02.2019;17;NE;CESTA;GLAVNA CESTA II. REDA;00112;HOLMEC-POLJANA-DRAVOGRAD;01256;RAVNE - DRAVOGRAD;2500;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;156535;499470;1;POVZROÈITELJ;20;ŽENSKI;DRAVOGRAD;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;02;00;,00;,00
1258;Z MATERIALNO ŠKODO;RADLJE OB DRAVI;23.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;43015;MUTA;00012;KOVAŠKA ULICA;20;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;SNEG;REDEK;SNEŽENO - NEPLUŽENO;HRAPAV  ASFALT / BETON;162989;512618;1;POVZROÈITELJ;31;MOŠKI;RADLJE OB DRAVI;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;02;,00;,00
1258;Z MATERIALNO ŠKODO;RADLJE OB DRAVI;23.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;43015;MUTA;00012;KOVAŠKA ULICA;20;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;SNEG;REDEK;SNEŽENO - NEPLUŽENO;HRAPAV  ASFALT / BETON;162989;512618;2;UDELEŽENEC;77;MOŠKI;RADLJE OB DRAVI;SLOVENIJA;BREZ POŠKODBE;OSTALO;DA;0;0;,00;,00
1259;Z MATERIALNO ŠKODO;LJUBLJANA;01.02.2019;18;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00612;LJ BROD-ŠENTVID;400;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;NEZNANO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;106494;459145;1;POVZROÈITELJ;41;MOŠKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;23;06;,64;1,64
1259;Z MATERIALNO ŠKODO;LJUBLJANA;01.02.2019;18;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00612;LJ BROD-ŠENTVID;400;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;NEZNANO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;106494;459145;2;UDELEŽENEC;39;MOŠKI;;MAKEDONIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;04;,00;,00
1260;Z MATERIALNO ŠKODO;BREŽICE;25.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00004;CESTA PRVIH BORCEV;48;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;84858;546294;1;UDELEŽENEC;53;MOŠKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
1260;Z MATERIALNO ŠKODO;BREŽICE;25.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00004;CESTA PRVIH BORCEV;48;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;84858;546294;2;POVZROÈITELJ;83;MOŠKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;56;01;,00;,00
1260;Z MATERIALNO ŠKODO;BREŽICE;25.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00004;CESTA PRVIH BORCEV;48;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;84858;546294;3;UDELEŽENEC;27;ŽENSKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
1261;Z MATERIALNO ŠKODO;GROSUPLJE;03.02.2019;20;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00622;GROSUPLJE-IVANÈNA GORICA;8200;CESTA;OSTALO;OPLAŽENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;90359;480846;1;UDELEŽENEC;30;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;03;09;,00;,00
1261;Z MATERIALNO ŠKODO;GROSUPLJE;03.02.2019;20;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00622;GROSUPLJE-IVANÈNA GORICA;8200;CESTA;OSTALO;OPLAŽENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;90359;480846;2;POVZROÈITELJ;38;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;09;,00;,00
1262;Z MATERIALNO ŠKODO;NOVA GORICA;10.01.2019;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37134;SOLKAN;00037;VOJKOVA CESTA;8;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;92500;395304;1;UDELEŽENEC;51;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
1262;Z MATERIALNO ŠKODO;NOVA GORICA;10.01.2019;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37134;SOLKAN;00037;VOJKOVA CESTA;8;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;92500;395304;2;POVZROÈITELJ;27;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;09;00;,00;,00
1263;Z MATERIALNO ŠKODO;LOGATEC;01.02.2019;22;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00654;LOGATEC-UNEC;2250;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;DEŽEVNO;NORMALEN;SPOLZKO;HRAPAV  ASFALT / BETON;82968;442865;1;POVZROÈITELJ;36;MOŠKI;;BOLGARIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;12;04;,00;,00
1263;Z MATERIALNO ŠKODO;LOGATEC;01.02.2019;22;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00654;LOGATEC-UNEC;2250;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;DEŽEVNO;NORMALEN;SPOLZKO;HRAPAV  ASFALT / BETON;82968;442865;2;UDELEŽENEC;37;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;10;06;,00;,00
1264;Z MATERIALNO ŠKODO;TRBOVLJE;03.02.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;56014;TRBOVLJE;00016;KOVINARSKO NASELJE;2;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;113267;504286;1;POVZROÈITELJ;60;MOŠKI;TRBOVLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;11;,43;,00
1264;Z MATERIALNO ŠKODO;TRBOVLJE;03.02.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;56014;TRBOVLJE;00016;KOVINARSKO NASELJE;2;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;113267;504286;2;UDELEŽENEC;37;MOŠKI;ZAGORJE OB SAVI;SLOVENIJA;BREZ POŠKODBE;OSTALO;DA;19;04;,00;,00
1265;Z MATERIALNO ŠKODO;VRHNIKA;01.02.2019;22;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00653;VRHNIKA-LOGATEC;5600;CESTA;OSTALO;OSTALO;DEŽEVNO;NORMALEN;SPOLZKO;HRAPAV  ASFALT / BETON;87632;443800;1;UDELEŽENEC;40;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;03;,00;,00
1266;Z MATERIALNO ŠKODO;VRHNIKA;03.02.2019;19;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00053;VRHNIKA-LOGATEC;5400;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;87830;443825;1;UDELEŽENEC;58;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;39;09;,00;,00
1266;Z MATERIALNO ŠKODO;VRHNIKA;03.02.2019;19;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00053;VRHNIKA-LOGATEC;5400;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;87830;443825;2;POVZROÈITELJ;52;MOŠKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;32;08;,00;,00
1267;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;20;NE;CESTA;HITRA CESTA;000H3;LJ ZADOBROVA-KOSEZE;00090;LJ CELOVŠKA-KOSEZE;2000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;103080;458500;1;UDELEŽENEC;33;MOŠKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;03;,00;,00
1268;Z MATERIALNO ŠKODO;KOÈEVJE;31.01.2019;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;16055;KOÈEVJE;00011;REŠKA CESTA;13;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;SNEG;NORMALEN;SNEŽENO - PLUŽENO;HRAPAV  ASFALT / BETON;54518;489687;1;POVZROÈITELJ;62;MOŠKI;KOÈEVJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
1268;Z MATERIALNO ŠKODO;KOÈEVJE;31.01.2019;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;16055;KOÈEVJE;00011;REŠKA CESTA;13;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;SNEG;NORMALEN;SNEŽENO - PLUŽENO;HRAPAV  ASFALT / BETON;54518;489687;2;UDELEŽENEC;25;ŽENSKI;KOÈEVJE;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
1269;Z MATERIALNO ŠKODO;POSTOJNA;02.02.2019;23;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00656;POSTOJNA-RAZDRTO;8100;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;DEŽEVNO;REDEK;SPOLZKO;HRAPAV  ASFALT / BETON;68787;429810;1;POVZROÈITELJ;40;MOŠKI;;MADŽARSKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;23;07;,00;,00
1270;S HUDO TELESNO POŠKODBO;LJUBLJANA;29.01.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27011;BREGARJEVA ULICA;3;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;NORMALEN;POLEDENELO - NEPOSIPANO;HRAPAV  ASFALT / BETON;103227;459889;1;POVZROÈITELJ;50;ŽENSKI;LJUBLJANA;SLOVENIJA;HUDA TELESNA POŠKODBA;KOLESAR;NE;0;0;,00;,00
1271;Z MATERIALNO ŠKODO;LJUBLJANA;01.02.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27012;CELOVŠKA CESTA;280;PARKIRNI PROSTOR;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;104946;459731;1;POVZROÈITELJ;28;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;10;05;,00;,00
1271;Z MATERIALNO ŠKODO;LJUBLJANA;01.02.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27012;CELOVŠKA CESTA;280;PARKIRNI PROSTOR;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;104946;459731;2;UDELEŽENEC;38;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;19;10;,00;,00
1272;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27012;CELOVŠKA CESTA;251;CESTA;OSTALO;OPLAŽENJE;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;104261;460077;1;UDELEŽENEC;49;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;10;,00;,00
1272;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27012;CELOVŠKA CESTA;251;CESTA;OSTALO;OPLAŽENJE;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;104261;460077;2;POVZROÈITELJ;65;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;29;00;,00;,00
1273;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27081;MILÈINSKEGA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;102967;461629;1;POVZROÈITELJ;55;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;0;0;,70;,00
1273;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27081;MILÈINSKEGA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;102967;461629;2;UDELEŽENEC;23;MOŠKI;;KAMERUN;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
1274;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;04.02.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;53149;ŠKOFJA LOKA;00023;STARA CESTA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;113788;447304;1;UDELEŽENEC;27;MOŠKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;09;00;,00;,00
1274;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;04.02.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;53149;ŠKOFJA LOKA;00023;STARA CESTA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;113788;447304;2;POVZROÈITELJ;74;ŽENSKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;41;08;,00;,00
1275;Z MATERIALNO ŠKODO;ŠENTJUR PRI CELJU;01.02.2019;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;52093;ŠENTJUR;00012;CESTA MILOŠA ZIDANŠKA;9;CESTA;PREMIKI Z VOZILOM;ÈELNO TRÈENJE;OBLAÈNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;120243;530790;1;UDELEŽENEC;22;MOŠKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;05;09;,17;,00
1275;Z MATERIALNO ŠKODO;ŠENTJUR PRI CELJU;01.02.2019;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;52093;ŠENTJUR;00012;CESTA MILOŠA ZIDANŠKA;9;CESTA;PREMIKI Z VOZILOM;ÈELNO TRÈENJE;OBLAÈNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;120243;530790;2;POVZROÈITELJ;45;ŽENSKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;04;,00;,00
1276;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;01.02.2019;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;54127;SLADKA GORA;0;NI ODSEKOV;28;CESTA;OSTALO;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;125503;540867;1;POVZROÈITELJ;48;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;25;00;,00;,00
1276;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;01.02.2019;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;54127;SLADKA GORA;0;NI ODSEKOV;28;CESTA;OSTALO;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;125503;540867;2;UDELEŽENEC;41;ŽENSKI;SLOVENSKE KONJICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;04;,00;,00
1277;Z MATERIALNO ŠKODO;NOVO MESTO;02.02.2019;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00260;ANDRIJANIÈEVA CESTA;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;75451;512644;1;POVZROÈITELJ;40;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;22;02;,79;,00
1278;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;31.01.2019;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;54098;PODÈETRTEK;00006;ZDRAVILIŠKA CESTA;27;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;112123;546688;1;UDELEŽENEC;22;ŽENSKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;01;09;,00;,00
1279;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25107;NJEGOŠEVA CESTA;8;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;DEŽEVNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;101298;463175;1;UDELEŽENEC;24;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;09;04;,00;,00
1279;Z MATERIALNO ŠKODO;LJUBLJANA;02.02.2019;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25107;NJEGOŠEVA CESTA;8;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;DEŽEVNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;101298;463175;2;POVZROÈITELJ;56;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;07;01;,00;,00
1280;Z MATERIALNO ŠKODO;MARIBOR;01.02.2019;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00672;ZUPANÈEVA ULICA;22;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;156879;552167;1;POVZROÈITELJ;40;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;11;,77;,00
1280;Z MATERIALNO ŠKODO;MARIBOR;01.02.2019;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00672;ZUPANÈEVA ULICA;22;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;156879;552167;2;UDELEŽENEC;28;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;01;,00;,00
1281;Z MATERIALNO ŠKODO;HRASTNIK;04.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;10003;BRNICA-HRASTNIK;0;NI ODSEKOV;20;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;110862;508347;1;UDELEŽENEC;48;MOŠKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;15;07;,00;,00
1281;Z MATERIALNO ŠKODO;HRASTNIK;04.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;10003;BRNICA-HRASTNIK;0;NI ODSEKOV;20;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;110862;508347;2;POVZROÈITELJ;47;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;15;08;,00;,00
1282;Z MATERIALNO ŠKODO;CELJE;17.01.2019;6;NE;CESTA;REGIONALNA CESTA II. REDA;00429;VIŠNJA VAS-DOBRNA-ÈRNOVA;01245;VIŠNJA VAS-DOBRNA;6450;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;NORMALEN;OSTALO;OSTALO;131216;518412;1;UDELEŽENEC;23;ŽENSKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
1283;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;11.01.2019;19;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;54047;GROBELCE;0;NI ODSEKOV;38;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;115331;536777;1;UDELEŽENEC;62;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;40;05;,00;,00
